0.000000, 0.000000,0.000000, 0.000000
1.116050, 7.459321,2.012245, 7.902982
2.012245, 7.902982,2.885042, 7.414898
2.885042, 7.414898,3.853226, 7.164659
2.885042, 7.414898,3.756581, 7.905224
2.885042, 7.414898,3.581615, 6.697412
2.885042, 7.414898,3.867471, 7.601536
3.867471, 7.601536,4.827698, 7.880755
4.827698, 7.880755,5.534579, 8.588088
4.827698, 7.880755,5.317343, 7.008833
4.827698, 7.880755,5.614536, 7.263595
4.827698, 7.880755,5.174154, 6.942688
4.827698, 7.880755,5.824131, 7.965140
5.614536, 7.263595,6.590193, 7.044291
5.824131, 7.965140,6.731803, 8.384821
5.534579, 8.588088,5.555288, 9.587873
5.555288, 9.587873,4.754789, 10.187207
6.590193, 7.044291,7.568670, 6.837935
4.754789, 10.187207,4.752069, 11.187203
5.555288, 9.587873,6.537066, 9.777904
6.590193, 7.044291,7.508296, 6.647951
7.508296, 6.647951,8.438628, 6.281231
1.116050, 7.459321,1.276574, 6.472290
8.438628, 6.281231,9.372828, 6.637980
8.438628, 6.281231,9.120112, 7.013064
5.555288, 9.587873,6.353500, 10.190249
4.752069, 11.187203,4.127798, 11.968411
6.537066, 9.777904,7.536802, 9.800870
7.536802, 9.800870,7.601312, 10.798787
1.116050, 7.459321,1.003658, 6.465658
9.372828, 6.637980,9.331573, 5.638832
1.276574, 6.472290,1.312976, 5.472952
9.331573, 5.638832,10.119227, 5.022715
2.885042, 7.414898,2.726998, 7.660940
8.438628, 6.281231,9.173560, 6.959373
5.555288, 9.587873,4.894807, 10.338717
1.312976, 5.472952,1.940368, 4.694249
9.331573, 5.638832,8.741880, 4.831203
9.331573, 5.638832,10.117429, 5.020422
9.120112, 7.013064,9.410804, 7.382162
4.752069, 11.187203,5.484623, 11.867911
10.119227, 5.022715,10.729711, 5.814744
9.410804, 7.382162,9.987612, 8.199041
5.484623, 11.867911,4.626238, 11.354906
9.331573, 5.638832,10.319959, 5.790797
5.484623, 11.867911,4.499916, 11.693699
2.885042, 7.414898,2.808155, 6.417858
4.827698, 7.880755,4.738663, 7.706802
3.581615, 6.697412,3.213343, 6.660499
9.987612, 8.199041,10.928620, 7.860660
1.312976, 5.472952,1.272139, 5.843075
10.729711, 5.814744,11.718760, 5.962326
7.536802, 9.800870,7.622618, 8.804559
9.987612, 8.199041,9.889398, 9.194206
10.928620, 7.860660,10.564749, 8.792109
10.928620, 7.860660,11.900976, 7.627158
10.117429, 5.020422,10.478733, 4.087975
2.808155, 6.417858,3.273462, 5.532709
2.808155, 6.417858,2.296398, 5.558728
10.319959, 5.790797,10.102437, 6.665371
2.296398, 5.558728,3.091247, 4.951921
8.741880, 4.831203,8.391436, 4.860705
3.091247, 4.951921,3.408918, 4.003719
2.296398, 5.558728,1.499940, 4.954034
4.127798, 11.968411,3.275755, 12.491883
8.391436, 4.860705,7.699718, 4.138538
7.699718, 4.138538,7.432083, 3.175018
4.738663, 7.706802,4.345023, 6.793982
8.391436, 4.860705,7.898660, 3.990549
10.928620, 7.860660,11.818140, 8.317556
11.718760, 5.962326,12.417304, 5.246758
4.127798, 11.968411,3.490656, 12.739158
1.116050, 7.459321,1.602447, 7.329721
9.889398, 9.194206,10.510628, 9.977835
2.296398, 5.558728,1.913106, 4.635101
2.296398, 5.558728,2.803580, 4.770836
10.510628, 9.977835,11.364028, 10.499092
10.510628, 9.977835,11.277400, 10.619754
4.127798, 11.968411,3.192415, 12.322048
11.718760, 5.962326,12.676992, 6.248319
8.391436, 4.860705,7.534781, 4.344815
5.484623, 11.867911,5.765789, 12.827571
12.417304, 5.246758,12.793154, 4.535024
5.484623, 11.867911,5.147635, 11.288976
11.718760, 5.962326,12.571684, 5.440289
3.213343, 6.660499,3.062551, 7.290504
11.277400, 10.619754,11.382087, 11.614259
10.510628, 9.977835,11.436728, 10.355114
9.120112, 7.013064,9.176060, 7.027906
1.499940, 4.954034,1.379155, 4.456487
7.432083, 3.175018,6.521726, 2.761194
12.676992, 6.248319,12.574649, 7.128449
4.127798, 11.968411,3.599551, 12.817502
12.793154, 4.535024,13.258633, 3.649965
9.889398, 9.194206,9.615260, 10.155897
7.432083, 3.175018,6.527162, 2.749437
1.116050, 7.459321,0.552895, 7.514201
